Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Income source,Income for academic year 2013-14,Income for academic year 2014-15,Average income for academic years 2015-16 to 2019-20,Average income for academic years 2013-14 to 2019-20,Total income for academic years 2013-14 to 2019-20
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","108,407","56,743","49,090","58,657","410,600"
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,UK-based charities (open competitive process),0,0,"7,175","5,125","35,875"
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,UK-based charities (other),0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,"UK industry, commerce and public corporations",0,0,596,425,"2,980"
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,UK other sources,"9,994",0,"1,826","2,732","19,125"
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,EU government bodies,"118,242","92,479","23,115","46,613","326,296"
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,EU-based charities (open competitive process),0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,"EU industry, commerce and public corporations",0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,EU (excluding UK) other,0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,Non-EU other,0,0,0,0,0
10007776,Roehampton University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",B,Drama,,Total income,"236,643","149,222","81,802","113,553","794,876"
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","23,488","81,855","103,149","88,727","621,092"
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK-based charities (open competitive process),0,0,"2,892","2,066","14,464"
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK-based charities (other),0,0,284,202,"1,420"
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"UK central government bodies/local authorities, health and hospital authorities","38,071","22,052","2,397","10,301","72,109"
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"UK industry, commerce and public corporations",0,0,"2,295","1,639","11,479"
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,UK other sources,0,0,0,0,0
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,EU government bodies,"6,518","6,938","12,891","11,130","77,914"
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,EU-based charities (open competitive process),0,0,0,0,0
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,EU (excluding UK) other,0,"12,802","4,430","4,993","34,954"
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Non-EU other,0,0,0,0,0
10007776,Roehampton University,D,34,"Communication, Cultural and Media Studies, Library and Information Management",,,,Total income,"68,077","123,647","128,341","119,061","833,432"
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,0,0,0
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (open competitive process),0,0,0,0,0
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (other),0,0,0,0,0
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK industry, commerce and public corporations",0,0,0,0,0
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK other sources,0,0,0,0,0
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU government bodies,0,0,0,0,0
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU-based charities (open competitive process),0,0,0,0,0
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU (excluding UK) other,0,0,0,0,0
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU other,0,0,0,0,0
10005523,Rose Bruford College,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Total income,0,0,0,0,0
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","19,000","2,000","14,800","13,571","95,000"
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (open competitive process),0,0,0,0,0
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (other),0,0,0,0,0
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK other sources,0,0,0,0,0
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU government bodies,0,0,0,0,0
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU-based charities (open competitive process),0,0,0,0,0
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU (excluding UK) other,0,0,0,0,0
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU other,0,0,0,0,0
10007835,Royal Academy of Music,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Total income,"19,000","2,000","14,800","13,571","95,000"
10007816,Royal Central School of Speech and Drama,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","194,000","50,000","175,400","160,142","1,121,000"
10007816,Royal Central School of Speech and Drama,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (open competitive process),"10,000","14,000","53,200","41,428","290,000"
10007816,Royal Central School of Speech and Drama,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (other),0,"2,000","1,000","1,000","7,000"
10007816,Royal Central School of Speech and Drama,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK central government bodies/local authorities, health and hospital authorities","2,000",0,"2,600","2,142","15,000"
10007816,Royal Central School of Speech and Drama,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10007816,Royal Central School of Speech and Drama,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK industry, commerce and public corporations",0,"6,000",200,"1,000","7,000"
10007816,Royal Central School of Speech and Drama,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK other sources,0,0,600,428,"3,000"
10007816,Royal Central School of Speech and Drama,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU government bodies,"64,000","7,000","2,200","11,714","82,000"
10007816,Royal Central School of Speech and Drama,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU-based charities (open competitive process),0,0,0,0,0
10007816,Royal Central School of Speech and Drama,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"EU industry, commerce and public corporations",0,0,0,0,0
