Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Income source,Income for academic year 2013-14,Income for academic year 2014-15,Average income for academic years 2015-16 to 2019-20,Average income for academic years 2013-14 to 2019-20,Total income for academic years 2013-14 to 2019-20
10007786,University of Bristol,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU other,0,0,0,0,0
10007786,University of Bristol,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Total income,"503,362","361,232","720,856","638,410","4,468,874"
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","88,000","96,000","39,000","54,142","379,000"
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK-based charities (open competitive process),"29,000","6,000","21,000","20,000","140,000"
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK-based charities (other),"62,000","53,000","31,400","38,857","272,000"
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"UK central government bodies/local authorities, health and hospital authorities","18,000","5,000","5,800","7,428","52,000"
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK central government tax credits for research and development expenditure,0,0,"1,600","1,142","8,000"
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"UK industry, commerce and public corporations","49,000","75,000","3,200","20,000","140,000"
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK other sources,"285,000","60,000","-9,600","42,428","297,000"
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU government bodies,"82,000",0,0,"11,714","82,000"
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU-based charities (open competitive process),0,0,0,0,0
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"EU industry, commerce and public corporations","2,000","5,000",0,"1,000","7,000"
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU (excluding UK) other,0,0,0,0,0
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU industry commerce and public corporations,"44,000","58,000","12,200","23,285","163,000"
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU other,"56,000","3,000",-400,"8,142","57,000"
10000961,Brunel University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Total income,"715,000","361,000","104,200","228,142","1,597,000"
10000961,Brunel University,D,27,English Language and Literature,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","56,000","4,000","1,000","9,285","65,000"
10000961,Brunel University,D,27,English Language and Literature,,,,UK-based charities (open competitive process),0,"5,000","34,600","25,428","178,000"
10000961,Brunel University,D,27,English Language and Literature,,,,UK-based charities (other),0,0,0,0,0
10000961,Brunel University,D,27,English Language and Literature,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,"2,600","1,857","13,000"
10000961,Brunel University,D,27,English Language and Literature,,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10000961,Brunel University,D,27,English Language and Literature,,,,"UK industry, commerce and public corporations",0,0,200,142,"1,000"
10000961,Brunel University,D,27,English Language and Literature,,,,UK other sources,0,0,200,142,"1,000"
10000961,Brunel University,D,27,English Language and Literature,,,,EU government bodies,"75,000","59,000","48,800","54,000","378,000"
10000961,Brunel University,D,27,English Language and Literature,,,,EU-based charities (open competitive process),0,0,0,0,0
10000961,Brunel University,D,27,English Language and Literature,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10000961,Brunel University,D,27,English Language and Literature,,,,EU (excluding UK) other,0,0,0,0,0
10000961,Brunel University,D,27,English Language and Literature,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000961,Brunel University,D,27,English Language and Literature,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10000961,Brunel University,D,27,English Language and Literature,,,,Non-EU other,0,0,0,0,0
10000961,Brunel University,D,27,English Language and Literature,,,,Total income,"131,000","68,000","87,400","90,857","636,000"
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","67,000","12,000","62,000","55,571","389,000"
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (open competitive process),0,0,"69,000","49,285","345,000"
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (other),0,0,200,142,"1,000"
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,800,571,"4,000"
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK industry, commerce and public corporations","4,000","6,000","1,400","2,428","17,000"
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK other sources,0,0,0,0,0
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU government bodies,"4,000","-7,000","5,800","3,714","26,000"
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU-based charities (open competitive process),0,0,0,0,0
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"EU industry, commerce and public corporations","9,000","2,000",0,"1,571","11,000"
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU (excluding UK) other,0,0,0,0,0
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU other,0,0,0,0,0
10000961,Brunel University,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Total income,"84,000","13,000","139,200","113,285","793,000"
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,0,0,0
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK-based charities (open competitive process),0,0,0,0,0
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK-based charities (other),0,0,0,0,0
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,600,428,"3,000"
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"UK industry, commerce and public corporations",0,0,0,0,0
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK other sources,0,"94,000",0,"13,428","94,000"
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU government bodies,"204,000",0,0,"29,142","204,000"
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU-based charities (open competitive process),0,0,0,0,0
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,EU (excluding UK) other,0,"214,000",0,"30,571","214,000"
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Non-EU other,0,0,0,0,0
10000975,Buckinghamshire New University,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,Total income,"204,000","308,000",600,"73,571","515,000"
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,0,0,0
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (open competitive process),0,0,"3,000","2,142","15,000"
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (other),0,0,0,0,0
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,"1,800","1,285","9,000"
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,UK central government tax credits for research and development expenditure,0,0,0,0,0
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,"UK industry, commerce and public corporations","47,000","24,000",400,"10,428","73,000"
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,UK other sources,"5,000",0,0,714,"5,000"
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,EU government bodies,0,0,0,0,0
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,EU-based charities (open competitive process),0,0,0,0,0
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,EU (excluding UK) other,0,0,"2,200","1,571","11,000"
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU other,0,0,0,0,0
10000975,Buckinghamshire New University,D,32,"Art and Design: History, Practice and Theory",,,,Total income,"52,000","24,000","7,400","16,142","113,000"
10007788,University of Cambridge,D,25,Area Studies,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","357,892","232,494","785,186","645,188","4,516,319"
10007788,University of Cambridge,D,25,Area Studies,,,,UK-based charities (open competitive process),"148,270","672,963","1,155,264","942,507","6,597,553"
10007788,University of Cambridge,D,25,Area Studies,,,,UK-based charities (other),"55,368","16,104","335,653","249,962","1,749,738"
10007788,University of Cambridge,D,25,Area Studies,,,,"UK central government bodies/local authorities, health and hospital authorities","19,992",500,"1,090","3,706","25,942"
10007788,University of Cambridge,D,25,Area Studies,,,,UK central government tax credits for research and development expenditure,0,"191,522",810,"27,939","195,576"
10007788,University of Cambridge,D,25,Area Studies,,,,"UK industry, commerce and public corporations",0,0,780,557,"3,900"
10007788,University of Cambridge,D,25,Area Studies,,,,UK other sources,"1,734","58,968","4,284","11,732","82,125"
10007788,University of Cambridge,D,25,Area Studies,,,,EU government bodies,"186,002","230,298","188,767","194,305","1,360,135"
10007788,University of Cambridge,D,25,Area Studies,,,,EU-based charities (open competitive process),"3,818","1,182",0,714,"5,000"
10007788,University of Cambridge,D,25,Area Studies,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007788,University of Cambridge,D,25,Area Studies,,,,EU (excluding UK) other,0,0,0,0,0
10007788,University of Cambridge,D,25,Area Studies,,,,Non-EU-based charities (open competitive process),"166,481","241,789","81,175","116,306","814,145"
10007788,University of Cambridge,D,25,Area Studies,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007788,University of Cambridge,D,25,Area Studies,,,,Non-EU other,"162,409","156,822","91,076","110,659","774,615"
10007788,University of Cambridge,D,25,Area Studies,,,,Total income,"1,101,966","1,802,642","2,644,088","2,303,578","16,125,048"
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","836,232","802,111","1,784,887","1,508,968","10,562,780"
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,UK-based charities (open competitive process),"140,881","160,055","235,023","210,865","1,476,055"
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,UK-based charities (other),"48,564","57,285","40,341","43,936","307,558"
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,UK central government tax credits for research and development expenditure,0,"242,011","1,022","35,303","247,125"
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,"UK industry, commerce and public corporations",0,0,600,428,"3,000"
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,UK other sources,"2,589",0,"5,751","4,478","31,346"
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,EU government bodies,"459,509","554,630","571,376","553,003","3,871,022"
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,EU-based charities (open competitive process),0,"11,470","24,422","19,083","133,584"
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,EU (excluding UK) other,"4,559","9,157","16,015","13,399","93,795"
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,Non-EU-based charities (open competitive process),0,0,0,0,0
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,Non-EU industry commerce and public corporations,"173,690","75,462","295,875","246,932","1,728,530"
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,Non-EU other,821,0,-164,0,0
10007788,University of Cambridge,D,26,Modern Languages and Linguistics,,,,Total income,"1,666,845","1,912,181","2,975,153","2,636,399","18,454,795"
10007788,University of Cambridge,D,27,English Language and Literature,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","166,530","94,940","69,520","87,010","609,072"
10007788,University of Cambridge,D,27,English Language and Literature,,,,UK-based charities (open competitive process),"69,279","110,794","93,812","92,733","649,134"
10007788,University of Cambridge,D,27,English Language and Literature,,,,UK-based charities (other),0,"30,917","60,570","47,681","333,771"
10007788,University of Cambridge,D,27,English Language and Literature,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007788,University of Cambridge,D,27,English Language and Literature,,,,UK central government tax credits for research and development expenditure,0,"50,407",182,"7,331","51,321"
10007788,University of Cambridge,D,27,English Language and Literature,,,,"UK industry, commerce and public corporations",0,0,"35,000","25,000","175,000"
10007788,University of Cambridge,D,27,English Language and Literature,,,,UK other sources,0,0,"1,477","1,055","7,389"
10007788,University of Cambridge,D,27,English Language and Literature,,,,EU government bodies,0,"219,649","261,052","217,844","1,524,912"
10007788,University of Cambridge,D,27,English Language and Literature,,,,EU-based charities (open competitive process),0,0,0,0,0
10007788,University of Cambridge,D,27,English Language and Literature,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007788,University of Cambridge,D,27,English Language and Literature,,,,EU (excluding UK) other,0,"40,000",0,"5,714","40,000"
10007788,University of Cambridge,D,27,English Language and Literature,,,,Non-EU-based charities (open competitive process),0,0,"11,823","8,445","59,117"
10007788,University of Cambridge,D,27,English Language and Literature,,,,Non-EU industry commerce and public corporations,0,0,"17,013","12,152","85,068"
10007788,University of Cambridge,D,27,English Language and Literature,,,,Non-EU other,0,0,"140,000","100,000","700,000"
10007788,University of Cambridge,D,27,English Language and Literature,,,,Total income,"235,809","546,707","690,453","604,969","4,234,784"
10007788,University of Cambridge,D,28,History,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","209,430","259,164","626,310","514,306","3,600,144"
10007788,University of Cambridge,D,28,History,,,,UK-based charities (open competitive process),"400,657","410,616","444,254","433,221","3,032,547"
10007788,University of Cambridge,D,28,History,,,,UK-based charities (other),"106,263","32,259","40,421","48,661","340,628"
10007788,University of Cambridge,D,28,History,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,"14,150","10,107","70,750"
10007788,University of Cambridge,D,28,History,,,,UK central government tax credits for research and development expenditure,0,"168,020",636,"24,457","171,204"
10007788,University of Cambridge,D,28,History,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007788,University of Cambridge,D,28,History,,,,UK other sources,"3,460",0,"19,371","14,330","100,316"
10007788,University of Cambridge,D,28,History,,,,EU government bodies,"177,663","254,679","296,628","273,640","1,915,482"
10007788,University of Cambridge,D,28,History,,,,EU-based charities (open competitive process),0,"42,038","9,980","13,134","91,940"
10007788,University of Cambridge,D,28,History,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007788,University of Cambridge,D,28,History,,,,EU (excluding UK) other,"36,565","24,110","10,425","16,114","112,801"
10007788,University of Cambridge,D,28,History,,,,Non-EU-based charities (open competitive process),0,0,"1,000",714,"5,000"
10007788,University of Cambridge,D,28,History,,,,Non-EU industry commerce and public corporations,0,0,"10,069","7,192","50,346"
10007788,University of Cambridge,D,28,History,,,,Non-EU other,"22,241","6,925","32,009","27,030","189,215"
10007788,University of Cambridge,D,28,History,,,,Total income,"956,279","1,197,811","1,505,256","1,382,910","9,680,373"
10007788,University of Cambridge,D,29,Classics,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","265,308","416,220","294,256","307,544","2,152,811"
10007788,University of Cambridge,D,29,Classics,,,,UK-based charities (open competitive process),"64,102","112,267","175,928","150,858","1,056,010"
10007788,University of Cambridge,D,29,Classics,,,,UK-based charities (other),"79,481","77,976","90,011","86,788","607,516"
10007788,University of Cambridge,D,29,Classics,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,"3,847","2,748","19,237"
10007788,University of Cambridge,D,29,Classics,,,,UK central government tax credits for research and development expenditure,0,"171,269","1,152","25,290","177,033"
10007788,University of Cambridge,D,29,Classics,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007788,University of Cambridge,D,29,Classics,,,,UK other sources,"3,068","-3,068","7,493","5,352","37,466"
10007788,University of Cambridge,D,29,Classics,,,,EU government bodies,"407,957","623,998","692,769","642,257","4,495,804"
10007788,University of Cambridge,D,29,Classics,,,,EU-based charities (open competitive process),0,0,0,0,0
10007788,University of Cambridge,D,29,Classics,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007788,University of Cambridge,D,29,Classics,,,,EU (excluding UK) other,0,0,"524,637","374,740","2,623,186"
10007788,University of Cambridge,D,29,Classics,,,,Non-EU-based charities (open competitive process),"131,256","129,677","123,043","125,164","876,150"
10007788,University of Cambridge,D,29,Classics,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007788,University of Cambridge,D,29,Classics,,,,Non-EU other,"8,741","244,639","218,094","191,978","1,343,852"
10007788,University of Cambridge,D,29,Classics,,,,Total income,"959,913","1,772,978","2,131,234","1,912,723","13,389,065"
10007788,University of Cambridge,D,30,Philosophy,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","371,634","216,651","339,209","326,333","2,284,331"
10007788,University of Cambridge,D,30,Philosophy,,,,UK-based charities (open competitive process),"527,242","550,902","1,189,415","1,003,603","7,025,223"
10007788,University of Cambridge,D,30,Philosophy,,,,UK-based charities (other),"181,267","285,796","323,735","297,963","2,085,741"
10007788,University of Cambridge,D,30,Philosophy,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007788,University of Cambridge,D,30,Philosophy,,,,UK central government tax credits for research and development expenditure,0,"249,049","1,451","36,615","256,305"
10007788,University of Cambridge,D,30,Philosophy,,,,"UK industry, commerce and public corporations",0,0,"62,933","44,952","314,667"
10007788,University of Cambridge,D,30,Philosophy,,,,UK other sources,"14,380",0,"62,978","47,039","329,274"
10007788,University of Cambridge,D,30,Philosophy,,,,EU government bodies,"551,748","553,811","209,041","307,252","2,150,768"
10007788,University of Cambridge,D,30,Philosophy,,,,EU-based charities (open competitive process),0,0,"9,556","6,826","47,783"
10007788,University of Cambridge,D,30,Philosophy,,,,"EU industry, commerce and public corporations",0,0,"40,000","28,571","200,000"
10007788,University of Cambridge,D,30,Philosophy,,,,EU (excluding UK) other,0,0,"92,411","66,008","462,059"
10007788,University of Cambridge,D,30,Philosophy,,,,Non-EU-based charities (open competitive process),"33,927","116,722","771,293","572,445","4,007,118"
10007788,University of Cambridge,D,30,Philosophy,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007788,University of Cambridge,D,30,Philosophy,,,,Non-EU other,"14,380","22,500","469,518","340,638","2,384,470"
10007788,University of Cambridge,D,30,Philosophy,,,,Total income,"1,694,578","1,995,431","3,571,546","3,078,248","21,547,739"
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","22,109","7,357","258,886","189,128","1,323,900"
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,UK-based charities (open competitive process),"35,254","82,864","75,011","70,453","493,176"
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,UK-based charities (other),"52,650","14,213","7,856","15,163","106,147"
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,UK central government tax credits for research and development expenditure,0,"33,563",209,"4,944","34,612"
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,UK other sources,"21,440","7,555",0,"4,142","28,995"
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,EU government bodies,"-5,850",-524,"53,111","37,025","259,181"
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,EU-based charities (open competitive process),0,0,0,0,0
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,EU (excluding UK) other,0,0,0,0,0
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,Non-EU-based charities (open competitive process),"85,043","147,508","183,208","164,084","1,148,592"
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,Non-EU other,0,0,0,0,0
10007788,University of Cambridge,D,31,Theology and Religious Studies,,,,Total income,"210,646","292,536","578,284","484,943","3,394,603"
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","10,388","14,237","97,204","72,949","510,648"
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (open competitive process),"57,623","13,239","24,163","27,382","191,677"
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,UK-based charities (other),"7,549","4,836","22,902","18,128","126,898"
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,"UK central government bodies/local authorities, health and hospital authorities",0,686,"1,007",817,"5,723"
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,UK central government tax credits for research and development expenditure,0,"36,932",189,"5,411","37,881"
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,UK other sources,0,0,"2,149","1,535","10,748"
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,EU government bodies,"103,615","322,088","281,736","262,055","1,834,386"
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,EU-based charities (open competitive process),0,0,0,0,0
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,EU (excluding UK) other,0,0,0,0,0
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU-based charities (open competitive process),0,0,"18,916","13,511","94,581"
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU industry commerce and public corporations,0,0,0,0,0
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,Non-EU other,0,0,"46,999","33,571","234,999"
10007788,University of Cambridge,D,32,"Art and Design: History, Practice and Theory",,,,Total income,"179,175","392,018","495,269","435,363","3,047,541"
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh","300,567","209,691","137,030","170,773","1,195,411"
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (open competitive process),"52,139","38,417","80,478","70,421","492,947"
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK-based charities (other),"14,798","29,977","18,401","19,540","136,784"
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK central government bodies/local authorities, health and hospital authorities",0,0,0,0,0
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK central government tax credits for research and development expenditure,0,"58,469",273,"8,547","59,834"
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"UK industry, commerce and public corporations",0,0,0,0,0
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,UK other sources,0,0,278,198,"1,390"
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU government bodies,"43,588","9,184","325,588","240,101","1,680,712"
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU-based charities (open competitive process),0,0,0,0,0
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,"EU industry, commerce and public corporations",0,0,0,0,0
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,EU (excluding UK) other,0,"1,030","9,856","7,187","50,313"
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU-based charities (open competitive process),"53,919","27,107","102,115","84,515","591,605"
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU industry commerce and public corporations,0,0,637,455,"3,186"
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Non-EU other,138,"4,883","1,919","2,088","14,617"
10007788,University of Cambridge,D,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",,,,Total income,"465,149","378,758","676,578","603,828","4,226,799"
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,"BEIS Research Councils, The Royal Society, British Academy and The Royal Society of Edinburgh",0,0,"4,331","3,093","21,655"
10001143,CCCU,C,24,"Sport and Exercise Sciences, Leisure and Tourism",,,,UK-based charities (open competitive process),"104,714","211,627","86,585","107,038","749,268"
